formula,MUC,time(ms),binary,binaryuc
phltl_10_9.alaska,"['(false R (true U p6))', '(false R ((! p6) | (X (X (X (X (X (X (X (X (X p6)))))))))))']",0,50,20
pltl-12-0-37-3-0-200001.alaska,['(false R (((X (! p9)) | (X (! p7))) | (X p5)))'],0,0,0
pltl-5-0-3-3-0-200004.alaska,['(false R (((X (! p5)) | (X (! p4))) | (X (! p1))))'],0,0,0
pltl-12-0-25-3-0-200000.alaska,['(false R (((X (! p5)) | (X (! p9))) | (X (! p6))))'],0,0,0
pltl-12-0-16-3-0-200008.alaska,['(false R (((X (! p3)) | (X (! p5))) | (X p9)))'],0,0,0
pltl-5-0-27-3-0-200006.alaska,['(false R (((X p4) | (X p5)) | (X p2)))'],0,0,0
pltl-5-0-2-3-0-200009.alaska,['(false R (((X p2) | (X (! p5))) | (X p3)))'],0,0,0
pltl-12-0-4-3-0-200000.alaska,['(false R (((X p2) | (X p3)) | (X (! p5))))'],0,0,0
pltl-12-0-14-3-0-200008.alaska,['(false R (((X (! p9)) | (X p1)) | (X (! p7))))'],0,0,0
demo-v3_cl_5.alaska,"['(false R (true U req3))', '(false R ((! req3) | (((X grant3) | (X (X grant3))) | (X (X (X grant3))))))']",0,0,0
pltl-5-0-16-3-0-200001.alaska,['(false R (((X p3) | (X (! p1))) | (X (! p4))))'],0,0,0
pltl-12-0-40-3-0-200000.alaska,['(false R (((X p11) | (X (! p3))) | (X p6)))'],0,0,10
pltl-5-0-5-3-0-200001.alaska,['(false R (((X (! p3)) | (X (! p4))) | (X p1)))'],0,0,0
pltl-12-0-30-3-0-200000.alaska,['(false R (((X p2) | (X p1)) | (X (! p5))))'],0,0,0
pltl-5-0-4-3-0-200008.alaska,['(false R (((X p3) | (X (! p5))) | (X p2)))'],0,0,0
pltl-5-0-10-3-0-200000.alaska,['(false R (((X (! p3)) | (X p2)) | (X (! p1))))'],0,0,0
pltl-12-0-53-3-0-200006.alaska,['(false R (((X (! p12)) | (X p1)) | (X p5)))'],0,20,20
pltl-12-0-19-3-0-200001.alaska,['(false R (((X (! p9)) | (X p3)) | (X (! p4))))'],0,0,0
phltl_18_17.alaska,"['(false R (true U p7))', '(false R ((! p7) | (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X p7)))))))))))))))))))']",0,400,180
pltl-12-0-57-3-0-200000.alaska,['(false R (((X p4) | (X (! p2))) | (X p7)))'],0,10,20
pltl-5-0-21-3-0-200009.alaska,['(false R (((X p5) | (X (! p2))) | (X (! p4))))'],0,0,0
pltl-5-0-17-3-0-200002.alaska,['(false R (((X p2) | (X p3)) | (X (! p1))))'],0,0,0
pltl-5-0-13-3-0-200007.alaska,['(false R (((X p4) | (X (! p3))) | (X (! p2))))'],0,0,0
pltl-5-0-17-3-0-200005.alaska,['(false R (((X p2) | (X (! p5))) | (X (! p3))))'],0,0,0
pltl-5-0-32-3-0-200003.alaska,['(false R (((X (! p2)) | (X (! p3))) | (X (! p4))))'],0,0,0
pltl-12-0-14-3-0-200001.alaska,['(false R (((X p5) | (X p10)) | (X p9)))'],0,0,0
pltl-12-0-14-3-0-200002.alaska,['(false R (((X p3) | (X (! p7))) | (X p9)))'],0,0,0
pltl-5-0-19-3-0-200008.alaska,['(false R (((X p4) | (X p5)) | (X (! p3))))'],0,0,0
pltl-12-0-4-3-0-200005.alaska,['(false R (((X (! p11)) | (X p5)) | (X p8)))'],0,0,0
pltl-12-0-2-3-0-200000.alaska,['(false R (((X (! p12)) | (X p6)) | (X p4)))'],0,0,0
pltl-5-0-35-3-0-200003.alaska,['(false R (((X p4) | (X (! p5))) | (X (! p3))))'],0,0,0
demo-v3_cl_2.alaska,"['(false R (true U req1))', '(false R ((! req1) | (((X grant1) | (X (X grant1))) | (X (X (X grant1))))))']",0,0,0
pltl-5-0-15-3-0-200001.alaska,['(false R (((X p3) | (X p5)) | (X (! p4))))'],0,0,0
phltl_7_6.alaska,"['(false R (true U p2))', '(false R ((! p2) | (X (X (X (X (X (X p2))))))))']",0,20,20
pltl-12-0-25-3-0-200006.alaska,['(false R (((X (! p4)) | (X (! p8))) | (X (! p12))))'],0,0,0
pltl-12-0-9-3-0-200001.alaska,['(false R (((X (! p6)) | (X p10)) | (X p7)))'],0,0,0
pltl-5-0-19-3-0-200001.alaska,['(false R (((X p5) | (X (! p2))) | (X p1)))'],0,0,0
pltl-5-0-16-3-0-200006.alaska,['(false R (((X (! p5)) | (X (! p4))) | (X p2)))'],0,0,0
pltl-12-0-25-3-0-200004.alaska,['(false R (((X (! p2)) | (X (! p11))) | (X (! p6))))'],0,0,0
phltl_17_16.alaska,"['(false R (true U p5))', '(false R ((! p5) | (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X p5))))))))))))))))))']",0,220,140
pltl-12-0-9-3-0-200006.alaska,['(false R (((X p1) | (X p9)) | (X (! p7))))'],0,0,0
pltl-12-0-12-3-0-200003.alaska,['(false R (((X (! p8)) | (X (! p4))) | (X p5)))'],0,0,0
pltl-12-0-19-3-0-200004.alaska,['(false R (((X p5) | (X p4)) | (X (! p8))))'],0,0,0
pltl-5-0-11-3-0-200007.alaska,['(false R (((X (! p3)) | (X p5)) | (X (! p2))))'],0,0,0
pltl-12-0-6-3-0-200005.alaska,['(false R (((X p5) | (X (! p2))) | (X (! p4))))'],0,0,0
pltl-12-0-24-3-0-200009.alaska,['(false R (((X p6) | (X p7)) | (X (! p1))))'],0,0,0
pltl-12-0-13-3-0-200000.alaska,['(false R (((X (! p2)) | (X p3)) | (X (! p9))))'],0,0,0
pltl-12-0-16-3-0-200000.alaska,['(false R (((X p11) | (X p5)) | (X (! p10))))'],0,0,0
pltl-12-0-6-3-0-200009.alaska,['(false R (((X (! p5)) | (X (! p11))) | (X (! p12))))'],0,0,0
pltl-5-0-35-3-0-200002.alaska,['(false R (((X p2) | (X p1)) | (X p3)))'],0,0,0
pltl-12-0-53-3-0-200008.alaska,['(false R (((X p4) | (X (! p6))) | (X p3)))'],0,20,20
pltl-5-0-19-3-0-200006.alaska,['(false R (((X p5) | (X p1)) | (X p4)))'],0,0,0
pltl-5-0-16-3-0-200000.alaska,['(false R (((X p1) | (X p4)) | (X p2)))'],0,0,0
pltl-5-0-10-3-0-200005.alaska,['(false R (((X p5) | (X (! p3))) | (X p4)))'],0,0,0
pltl-5-0-2-3-0-200001.alaska,['(false R (((X (! p4)) | (X p3)) | (X p1)))'],0,0,0
pltl-12-0-1-3-0-200000.alaska,['(false R (((X (! p2)) | (X (! p5))) | (X (! p4))))'],0,0,0
pltl-12-0-4-3-0-200001.alaska,['(false R (((X (! p10)) | (X (! p12))) | (X (! p5))))'],0,0,0
pltl-5-0-35-3-0-200001.alaska,['(false R (((X (! p3)) | (X p4)) | (X (! p2))))'],0,0,0
pltl-5-0-3-3-0-200009.alaska,['(false R (((X p1) | (X p2)) | (X p5)))'],0,0,0
pltl-12-0-49-3-0-200001.alaska,['(false R (((X p1) | (X (! p2))) | (X p3)))'],0,0,10
pltl-12-0-7-3-0-200006.alaska,['(false R (((X (! p2)) | (X (! p6))) | (X (! p1))))'],0,0,0
pltl-12-0-44-3-0-200009.alaska,['(false R (((X p5) | (X p12)) | (X p2)))'],0,10,10
pltl-12-0-22-3-0-200001.alaska,['(false R (((X p3) | (X (! p5))) | (X (! p11))))'],0,0,0
pltl-12-0-13-3-0-200008.alaska,['(false R (((X p11) | (X p4)) | (X p9)))'],0,0,0
pltl-5-0-27-3-0-200001.alaska,['(false R (((X (! p5)) | (X (! p4))) | (X (! p2))))'],0,0,0
pltl-5-0-12-3-0-200000.alaska,['(false R (((X (! p3)) | (X p1)) | (X p2)))'],0,0,0
pltl-12-0-39-3-0-200001.alaska,['(false R (((X (! p11)) | (X p3)) | (X p8)))'],0,0,0
pltl-12-0-1-3-0-200003.alaska,['(false R (((X (! p11)) | (X p3)) | (X p2)))'],0,0,0
pltl-12-0-25-3-0-200003.alaska,['(false R (((X p9) | (X p11)) | (X p5)))'],0,0,0
pltl-5-0-17-3-0-200006.alaska,['(false R (((X p2) | (X p4)) | (X p3)))'],0,0,0
pltl-12-0-47-3-0-200003.alaska,['(false R (((X (! p10)) | (X (! p3))) | (X (! p1))))'],0,20,20
pltl-12-0-14-3-0-200004.alaska,['(false R (((X (! p5)) | (X p11)) | (X (! p8))))'],0,0,0
pltl-12-0-38-3-0-200000.alaska,['(false R (((X p3) | (X (! p11))) | (X p2)))'],0,0,0
pltl-5-0-20-3-0-200002.alaska,['(false R (((X p4) | (X p2)) | (X p3)))'],0,0,0
pltl-5-0-2-3-0-200006.alaska,['(false R (((X (! p3)) | (X (! p4))) | (X p1)))'],0,0,0
pltl-5-0-16-3-0-200009.alaska,['(false R (((X p3) | (X (! p2))) | (X (! p5))))'],0,0,0
pltl-12-0-57-3-0-200007.alaska,['(false R (((X (! p2)) | (X p8)) | (X (! p12))))'],0,10,30
pltl-12-0-38-3-0-200006.alaska,['(false R (((X (! p4)) | (X (! p12))) | (X p10)))'],0,0,0
pltl-5-0-3-3-0-200008.alaska,['(false R (((X (! p2)) | (X p5)) | (X p1)))'],0,0,0
pltl-12-0-9-3-0-200004.alaska,['(false R (((X (! p8)) | (X (! p2))) | (X p7)))'],0,0,0
pltl-12-0-26-3-0-200007.alaska,['(false R (((X (! p7)) | (X p8)) | (X (! p11))))'],0,0,0
pltl-12-0-49-3-0-200006.alaska,['(false R (((X p5) | (X (! p1))) | (X (! p10))))'],0,10,10
pltl-5-0-20-3-0-200004.alaska,['(false R (((X (! p2)) | (X (! p5))) | (X p4)))'],0,0,0
pltl-12-0-26-3-0-200009.alaska,['(false R (((X p10) | (X p6)) | (X (! p7))))'],0,0,0
pltl-5-0-12-3-0-200009.alaska,['(false R (((X p2) | (X (! p5))) | (X (! p4))))'],0,0,0
pltl-12-0-30-3-0-200009.alaska,['(false R (((X p4) | (X (! p1))) | (X p9)))'],0,0,0
pltl-5-0-4-3-0-200001.alaska,['(false R (((X (! p2)) | (X p3)) | (X (! p5))))'],0,0,0
pltl-5-0-30-3-0-200006.alaska,['(false R (((X (! p4)) | (X p1)) | (X (! p3))))'],0,0,0
pltl-12-0-13-3-0-200006.alaska,['(false R (((X p9) | (X p5)) | (X (! p12))))'],0,0,0
pltl-12-0-26-3-0-200002.alaska,['(false R (((X p1) | (X p12)) | (X (! p11))))'],0,0,0
pltl-12-0-5-3-0-200003.alaska,['(false R (((X (! p4)) | (X p10)) | (X (! p1))))'],0,0,0
pltl-12-0-38-3-0-200007.alaska,['(false R (((X p4) | (X (! p3))) | (X (! p2))))'],0,0,10
pltl-5-0-27-3-0-200004.alaska,['(false R (((X (! p4)) | (X (! p5))) | (X p3)))'],0,0,0
pltl-5-0-25-3-0-200003.alaska,['(false R (((X (! p4)) | (X p2)) | (X (! p1))))'],0,0,0
pltl-12-0-13-3-0-200005.alaska,['(false R (((X p1) | (X (! p5))) | (X (! p12))))'],0,0,0
pltl-5-0-35-3-0-200000.alaska,['(false R (((X p4) | (X (! p3))) | (X p2)))'],0,0,0
pltl-12-0-44-3-0-200003.alaska,['(false R (((X p1) | (X p11)) | (X p3)))'],0,10,0
pltl-5-0-18-3-0-200009.alaska,['(false R (((X p2) | (X p5)) | (X (! p3))))'],0,0,0
pltl-12-0-7-3-0-200001.alaska,['(false R (((X (! p2)) | (X (! p1))) | (X p10)))'],0,0,0
pltl-12-0-49-3-0-200004.alaska,['(false R (((X p5) | (X (! p7))) | (X p11)))'],0,10,20
pltl-12-0-42-3-0-200006.alaska,['(false R (((X p11) | (X p9)) | (X p4)))'],0,0,10
pltl-5-0-27-3-0-200005.alaska,['(false R (((X (! p1)) | (X p4)) | (X p5)))'],0,0,0
pltl-12-0-40-3-0-200004.alaska,['(false R (((X p10) | (X (! p4))) | (X p3)))'],0,10,10
pltl-12-0-57-3-0-200008.alaska,['(false R (((X (! p4)) | (X (! p3))) | (X p1)))'],0,10,20
pltl-12-0-2-3-0-200009.alaska,['(false R (((X p9) | (X (! p8))) | (X (! p7))))'],0,0,0
pltl-12-0-44-3-0-200000.alaska,['(false R (((X (! p10)) | (X p2)) | (X (! p1))))'],0,10,10
pltl-12-0-26-3-0-200008.alaska,['(false R (((X p4) | (X (! p7))) | (X (! p2))))'],0,0,0
pltl-12-0-5-3-0-200006.alaska,['(false R (((X p12) | (X (! p8))) | (X p7)))'],0,0,0
pltl-5-0-11-3-0-200003.alaska,['(false R (((X (! p4)) | (X p1)) | (X p3)))'],0,0,0
pltl-12-0-25-3-0-200002.alaska,['(false R (((X p1) | (X (! p12))) | (X (! p6))))'],0,0,0
pltl-12-0-57-3-0-200006.alaska,['(false R (((X p2) | (X (! p1))) | (X (! p12))))'],0,10,20
pltl-5-0-35-3-0-200008.alaska,['(false R (((X p3) | (X p1)) | (X (! p2))))'],0,0,0
pltl-12-0-39-3-0-200000.alaska,['(false R (((X p9) | (X (! p5))) | (X p7)))'],0,0,10
pltl-5-0-11-3-0-200002.alaska,['(false R (((X p4) | (X (! p5))) | (X p2)))'],0,0,0
pltl-12-0-44-3-0-200004.alaska,['(false R (((X p2) | (X (! p4))) | (X (! p10))))'],0,10,10
pltl-5-0-15-3-0-200004.alaska,['(false R (((X (! p2)) | (X (! p5))) | (X p1)))'],0,0,0
pltl-5-0-22-3-0-200009.alaska,['(false R (((X p2) | (X p3)) | (X (! p1))))'],0,0,0
pltl-12-0-7-3-0-200007.alaska,['(false R (((X (! p10)) | (X (! p4))) | (X p5)))'],0,0,0
pltl-12-0-2-3-0-200005.alaska,['(false R (((X p10) | (X p2)) | (X p11)))'],0,0,0
pltl-5-0-17-3-0-200000.alaska,['(false R (((X (! p2)) | (X p1)) | (X p5)))'],0,0,0
pltl-12-0-49-3-0-200000.alaska,['(false R (((X p2) | (X (! p7))) | (X p3)))'],0,10,10
pltl-12-0-12-3-0-200000.alaska,['(false R (((X p6) | (X p4)) | (X (! p1))))'],0,0,0
pltl-5-0-15-3-0-200009.alaska,['(false R (((X (! p2)) | (X p3)) | (X (! p5))))'],0,0,0
pltl-5-0-18-3-0-200006.alaska,['(false R (((X (! p1)) | (X p3)) | (X p2)))'],0,0,0
pltl-12-0-10-3-0-200006.alaska,['(false R (((X (! p2)) | (X (! p4))) | (X p5)))'],0,0,0
pltl-12-0-33-3-0-200007.alaska,['(false R (((X (! p11)) | (X p12)) | (X (! p8))))'],0,0,0
pltl-12-0-7-3-0-200000.alaska,['(false R (((X p11) | (X (! p6))) | (X p7)))'],0,0,0
pltl-12-0-12-3-0-200004.alaska,['(false R (((X (! p3)) | (X p9)) | (X (! p2))))'],0,0,0
pltl-12-0-4-3-0-200007.alaska,['(false R (((X (! p6)) | (X (! p2))) | (X (! p10))))'],0,0,0
pltl-12-0-45-3-0-200006.alaska,['(false R (((X (! p9)) | (X p6)) | (X p12)))'],0,0,10
pltl-5-0-15-3-0-200003.alaska,['(false R (((X p3) | (X (! p1))) | (X (! p4))))'],0,0,0
pltl-12-0-16-3-0-200001.alaska,['(false R (((X p7) | (X p9)) | (X (! p2))))'],0,0,0
pltl-5-0-1-3-0-200001.alaska,['(false R (((X p2) | (X (! p1))) | (X p4)))'],0,0,0
pltl-12-0-19-3-0-200009.alaska,['(false R (((X (! p11)) | (X (! p5))) | (X (! p1))))'],0,0,0
pltl-5-0-35-3-0-200007.alaska,['(false R (((X p2) | (X p1)) | (X (! p3))))'],0,0,0
pltl-5-0-21-3-0-200007.alaska,['(false R (((X p4) | (X (! p5))) | (X p1)))'],0,0,0
phltl_11_10.alaska,"['(false R (true U p2))', '(false R ((! p2) | (X (X (X (X (X (X (X (X (X (X p2))))))))))))']",0,50,30
pltl-12-0-45-3-0-200008.alaska,['(false R (((X (! p6)) | (X (! p2))) | (X (! p8))))'],0,10,10
pltl-12-0-58-3-0-200004.alaska,['(false R (((X (! p5)) | (X (! p3))) | (X p11)))'],0,10,20
pltl-5-0-5-3-0-200003.alaska,['(false R (((X p1) | (X p2)) | (X p4)))'],0,0,0
pltl-12-0-6-3-0-200001.alaska,['(false R (((X p3) | (X (! p1))) | (X (! p8))))'],0,0,0
pltl-12-0-11-3-0-200000.alaska,['(false R (((X p8) | (X (! p10))) | (X (! p1))))'],0,0,0
pltl-12-0-7-3-0-200009.alaska,['(false R (((X (! p11)) | (X p6)) | (X (! p3))))'],0,0,0
pltl-12-0-2-3-0-200007.alaska,['(false R (((X p9) | (X (! p6))) | (X p8)))'],0,0,0
pltl-12-0-22-3-0-200004.alaska,['(false R (((X p10) | (X (! p4))) | (X p9)))'],0,0,0
pltl-5-0-21-3-0-200002.alaska,['(false R (((X (! p1)) | (X (! p2))) | (X p4)))'],0,0,0
pltl-5-0-40-3-0-200007.alaska,['(false R (((X p3) | (X (! p4))) | (X (! p5))))'],0,0,0
demo-v3_cl_11.alaska,"['(false R (true U req5))', '(false R ((! req5) | (((X grant5) | (X (X grant5))) | (X (X (X grant5))))))']",0,20,0
pltl-12-0-12-3-0-200008.alaska,['(false R (((X p9) | (X p11)) | (X (! p1))))'],0,0,0
pltl-12-0-37-3-0-200008.alaska,['(false R (((X (! p7)) | (X p10)) | (X (! p9))))'],0,10,0
pltl-5-0-19-3-0-200004.alaska,['(false R (((X p2) | (X (! p1))) | (X (! p5))))'],0,0,0
pltl-5-0-30-3-0-200008.alaska,['(false R (((X (! p3)) | (X p4)) | (X p2)))'],0,0,0
pltl-5-0-20-3-0-200008.alaska,['(false R (((X p5) | (X (! p2))) | (X p1)))'],0,0,0
pltl-12-0-66-3-0-200001.alaska,['(false R (((X (! p7)) | (X p11)) | (X (! p5))))'],10,20,20
pltl-12-0-60-3-0-200007.alaska,['(false R (((X p3) | (X p10)) | (X p2)))'],10,20,10
pltl-12-0-57-3-0-200002.alaska,['(false R (((X p3) | (X (! p5))) | (X (! p8))))'],10,10,20
phltl_32_31.alaska,"['(false R ((! p31) | (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X p31)))))))))))))))))))))))))))))))))', '(false R (true U p31))']",10,4370,3250
phltl_26_25.alaska,"['(false R (true U p5))', '(false R ((! p5) | (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X p5)))))))))))))))))))))))))))']",10,2350,1420
phltl_30_29.alaska,"['(false R (true U p10))', '(false R ((! p10) | (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X p10)))))))))))))))))))))))))))))))']",10,5090,2230
pltl-12-0-53-3-0-200007.alaska,['(false R (((X p12) | (X p1)) | (X p11)))'],10,20,20
phltl_31_30.alaska,"['(false R (true U p16))', '(false R ((! p16) | (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X p16))))))))))))))))))))))))))))))))']",10,6570,2530
pltl-12-0-66-3-0-200002.alaska,['(false R (((X (! p2)) | (X (! p11))) | (X (! p3))))'],10,20,20
pltl-12-0-60-3-0-200000.alaska,['(false R (((X p10) | (X (! p5))) | (X (! p4))))'],10,20,20
pltl-12-0-66-3-0-200004.alaska,['(false R (((X p9) | (X (! p6))) | (X p1)))'],10,30,20
pltl-12-0-72-3-0-200003.alaska,['(false R (((X p2) | (X (! p11))) | (X (! p12))))'],10,30,30
pltl-12-0-58-3-0-200005.alaska,['(false R (((X (! p5)) | (X p11)) | (X (! p7))))'],10,10,20
pltl-12-0-57-3-0-200003.alaska,['(false R (((X (! p9)) | (X p10)) | (X (! p5))))'],10,10,20
pltl-12-0-57-3-0-200005.alaska,['(false R (((X (! p4)) | (X p3)) | (X (! p9))))'],10,10,20
pltl-12-0-78-3-0-200005.alaska,['(false R (((X p3) | (X (! p10))) | (X p7)))'],10,30,40
pltl-12-0-47-3-0-200009.alaska,['(false R (((X p4) | (X (! p7))) | (X (! p8))))'],10,10,10
pltl-12-0-59-3-0-200009.alaska,['(false R (((X (! p5)) | (X (! p9))) | (X (! p3))))'],10,20,10
pltl-12-0-60-3-0-200006.alaska,['(false R (((X p10) | (X p5)) | (X (! p8))))'],10,10,20
pltl-12-0-72-3-0-200000.alaska,['(false R (((X p6) | (X (! p10))) | (X (! p9))))'],10,20,20
pltl-12-0-66-3-0-200005.alaska,['(false R (((X p12) | (X (! p7))) | (X p11)))'],10,20,20
pltl-12-0-59-3-0-200004.alaska,['(false R (((X p12) | (X p6)) | (X p4)))'],10,10,10
phltl_34_33.alaska,"['(false R (true U p19))', '(false R ((! p19) | (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X p19)))))))))))))))))))))))))))))))))))']",10,13360,4050
pltl-12-0-58-3-0-200001.alaska,['(false R (((X (! p11)) | (X p3)) | (X p1)))'],10,20,20
pltl-12-0-57-3-0-200004.alaska,['(false R (((X p10) | (X p1)) | (X p2)))'],10,20,20
pltl-12-0-60-3-0-200009.alaska,['(false R (((X p1) | (X (! p8))) | (X p2)))'],10,10,20
phltl_33_32.alaska,"['(false R (true U p23))', '(false R ((! p23) | (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X p23))))))))))))))))))))))))))))))))))']",10,7800,3460
pltl-12-0-60-3-0-200002.alaska,['(false R (((X p10) | (X (! p3))) | (X (! p11))))'],10,20,20
pltl-12-0-59-3-0-200008.alaska,['(false R (((X p12) | (X (! p7))) | (X p3)))'],10,10,20
pltl-12-0-78-3-0-200000.alaska,['(false R (((X p12) | (X (! p4))) | (X p8)))'],10,30,30
pltl-12-0-57-3-0-200001.alaska,['(false R (((X (! p6)) | (X (! p2))) | (X p12)))'],10,20,20
pltl-12-0-84-3-0-200000.alaska,['(false R (((X (! p7)) | (X p10)) | (X (! p3))))'],20,30,40
pltl-12-0-78-3-0-200007.alaska,['(false R (((X p5) | (X p7)) | (X (! p3))))'],20,30,40
phltl_38_37.alaska,"['(false R ((! p20) | (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X p20)))))))))))))))))))))))))))))))))))))))', '(false R (true U p20))']",20,24080,7940
pltl-12-0-78-3-0-200009.alaska,['(false R (((X p3) | (X (! p5))) | (X (! p9))))'],20,30,30
phltl_36_35.alaska,"['(false R (true U p5))', '(false R ((! p5) | (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X p5)))))))))))))))))))))))))))))))))))))']",20,11590,5870
pltl-12-0-78-3-0-200004.alaska,['(false R (((X p12) | (X p11)) | (X (! p3))))'],20,30,40
pltl-12-0-90-3-0-200008.alaska,['(false R (((X p10) | (X p5)) | (X p9)))'],20,40,40
pltl-12-0-90-3-0-200003.alaska,['(false R (((X p7) | (X p10)) | (X p6)))'],20,40,30
pltl-12-0-90-3-0-200001.alaska,['(false R (((X p12) | (X p9)) | (X p3)))'],20,40,40
pltl-12-0-78-3-0-200003.alaska,['(false R (((X (! p2)) | (X (! p5))) | (X p6)))'],20,30,40
pltl-12-0-90-3-0-200009.alaska,['(false R (((X (! p5)) | (X p2)) | (X p8)))'],20,40,40
pltl-12-0-90-3-0-200007.alaska,['(false R (((X (! p10)) | (X (! p9))) | (X p1)))'],20,40,40
phltl_37_36.alaska,"['(false R (true U p35))', '(false R ((! p35) | (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X p35))))))))))))))))))))))))))))))))))))))']",20,11900,6520
pltl-12-0-90-3-0-200006.alaska,['(false R (((X (! p4)) | (X (! p6))) | (X p1)))'],20,40,40
pltl-12-0-90-3-0-200002.alaska,['(false R (((X p6) | (X p7)) | (X p2)))'],20,30,40
phltl_40_39.alaska,"['(false R (true U p17))', '(false R ((! p17) | (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X p17)))))))))))))))))))))))))))))))))))))))))']",20,16940,10220
pltl-12-0-78-3-0-200001.alaska,['(false R (((X p2) | (X p7)) | (X (! p11))))'],20,30,30
pltl-12-0-84-3-0-200006.alaska,['(false R (((X (! p9)) | (X p12)) | (X (! p2))))'],20,40,40
pltl-12-0-78-3-0-200008.alaska,['(false R (((X (! p4)) | (X p12)) | (X p5)))'],20,30,40
pltl-12-0-78-3-0-200006.alaska,['(false R (((X p12) | (X (! p11))) | (X (! p5))))'],20,30,30
pltl-12-0-90-3-0-200005.alaska,['(false R (((X (! p6)) | (X p9)) | (X p12)))'],20,40,30
phltl_35_34.alaska,"['(false R (true U p18))', '(false R ((! p18) | (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X p18))))))))))))))))))))))))))))))))))))']",20,12530,7090
pltl-12-0-78-3-0-200002.alaska,['(false R (((X p10) | (X p9)) | (X p12)))'],20,40,40
phltl_41_40.alaska,"['(false R (true U p26))', '(false R ((! p26) | (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X p26))))))))))))))))))))))))))))))))))))))))))']",30,18800,11670
pltl-12-0-90-3-0-200000.alaska,['(false R (((X p6) | (X (! p5))) | (X (! p10))))'],30,40,40
pltl-12-0-90-3-0-200004.alaska,['(false R (((X (! p1)) | (X p7)) | (X p11)))'],30,30,40
phltl_39_38.alaska,"['(false R (true U p34))', '(false R ((! p34) | (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X (X p34))))))))))))))))))))))))))))))))))))))))']",40,28610,12070
